name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,from_biway
,6804,,1097,3210,1,34.40012417,2,59,,connector,20,"LINESTRING (-112.0699922 33.4545364, -112.07029665 33.454713)",1
,6805,,3211,370,1,56.04524279,2,59,,connector,20,"LINESTRING (-112.07016595 33.45505139999999, -112.0699953 33.4555349)",1
,6806,,370,3211,1,56.04524279,2,59,,connector,20,"LINESTRING (-112.0699953 33.4555349, -112.07016595 33.45505139999999)",1
,6807,,3212,371,1,55.07619827,2,59,,connector,20,"LINESTRING (-112.0702555321552 33.45703531728077, -112.0699811 33.4565961)",1
,6808,,371,3212,1,55.07619827,2,59,,connector,20,"LINESTRING (-112.0699811 33.4565961, -112.0702555321552 33.45703531728077)",1
,6809,,3213,371,1,42.94352496,2,59,,connector,20,"LINESTRING (-112.069709324353 33.45690873133432, -112.0699811 33.4565961)",1
,6810,,371,3213,1,42.94352496,2,59,,connector,20,"LINESTRING (-112.0699811 33.4565961, -112.069709324353 33.45690873133432)",1
,6811,,3214,371,1,65.75589815,2,59,,connector,20,"LINESTRING (-112.0704074109749 33.45612366031656, -112.0699811 33.4565961)",1
,6812,,371,3214,1,65.75589815,2,59,,connector,20,"LINESTRING (-112.0699811 33.4565961, -112.0704074109749 33.45612366031656)",1
,6813,,3215,224,1,39.10429023,2,59,,connector,20,"LINESTRING (-112.0690486505763 33.45635869688429, -112.0687252 33.4565842)",1
,6814,,224,3215,1,39.10429023,2,59,,connector,20,"LINESTRING (-112.0687252 33.4565842, -112.0690486505763 33.45635869688429)",1
,6815,,3216,570,1,50.61414251,2,59,,connector,20,"LINESTRING (-112.0708488839329 33.45688526575177, -112.0712636 33.4565895)",1
,6816,,570,3216,1,50.61414251,2,59,,connector,20,"LINESTRING (-112.0712636 33.4565895, -112.0708488839329 33.45688526575177)",1
,6817,,3217,372,1,55.50123687,2,59,,connector,20,"LINESTRING (-112.070257062433 33.45718300191652, -112.0699835 33.4576269)",1
,6818,,372,3217,1,55.50123687,2,59,,connector,20,"LINESTRING (-112.0699835 33.4576269, -112.070257062433 33.45718300191652)",1
,6819,,3218,371,1,36.21312923,2,59,,connector,20,"LINESTRING (-112.0696560502848 33.45677642918179, -112.0699811 33.4565961)",1
,6820,,371,3218,1,36.21312923,2,59,,connector,20,"LINESTRING (-112.0699811 33.4565961, -112.0696560502848 33.45677642918179)",1
,6821,,3219,570,1,60.51893777,2,59,,connector,20,"LINESTRING (-112.0709200828947 33.45705218895261, -112.0712636 33.4565895)",1
,6822,,570,3219,1,60.51893777,2,59,,connector,20,"LINESTRING (-112.0712636 33.4565895, -112.0709200828947 33.45705218895261)",1
,6823,,3220,1242,1,15.97175451,2,59,,connector,20,"LINESTRING (-112.0773998147515 33.45972454222023, -112.0772899 33.4598351)",1
,6824,,1242,3220,1,15.97175451,2,59,,connector,20,"LINESTRING (-112.0772899 33.4598351, -112.0773998147515 33.45972454222023)",1
,6825,,3221,1242,1,49.57871896,2,59,,connector,20,"LINESTRING (-112.0771579067543 33.46026716014572, -112.0772899 33.4598351)",1
,6826,,1242,3221,1,49.57871896,2,59,,connector,20,"LINESTRING (-112.0772899 33.4598351, -112.0771579067543 33.46026716014572)",1
,6827,,3222,1540,1,41.47965584,2,59,,connector,20,"LINESTRING (-112.0768197442163 33.46020403836953, -112.0764206 33.4600359)",1
,6828,,1540,3222,1,41.47965584,2,59,,connector,20,"LINESTRING (-112.0764206 33.4600359, -112.0768197442163 33.46020403836953)",1
,6829,,3223,1540,1,21.90081221,2,59,,connector,20,"LINESTRING (-112.076554025273 33.46019838763472, -112.0764206 33.4600359)",1
,6830,,1540,3223,1,21.90081221,2,59,,connector,20,"LINESTRING (-112.0764206 33.4600359, -112.076554025273 33.46019838763472)",1
,6831,,3224,1237,1,21.21306181,2,59,,connector,20,"LINESTRING (-112.0773433054536 33.45846689467362, -112.0772875 33.4586519)",1
,6832,,1237,3224,1,21.21306181,2,59,,connector,20,"LINESTRING (-112.0772875 33.4586519, -112.0773433054536 33.45846689467362)",1
,6833,,3225,1242,1,31.34584621,2,59,,connector,20,"LINESTRING (-112.0773996587049 33.45956848652669, -112.0772899 33.4598351)",1
,6834,,1242,3225,1,31.34584621,2,59,,connector,20,"LINESTRING (-112.0772899 33.4598351, -112.0773996587049 33.45956848652669)",1
,6835,,3226,7,1,101.7447086,2,59,,connector,20,"LINESTRING (-112.0753996216477 33.46120501150879, -112.0763859 33.4616053)",1
,6836,,7,3226,1,101.7447086,2,59,,connector,20,"LINESTRING (-112.0763859 33.4616053, -112.0753996216477 33.46120501150879)",1
,6837,,3227,1240,1,15.890593,2,59,,connector,20,"LINESTRING (-112.0774043496858 33.45937582086473, -112.0772936 33.4592668)",1
,6838,,1240,3227,1,15.890593,2,59,,connector,20,"LINESTRING (-112.0772936 33.4592668, -112.0774043496858 33.45937582086473)",1
,6839,,3228,1540,1,55.75537525,2,59,,connector,20,"LINESTRING (-112.0766992270468 33.46048018511475, -112.0764206 33.4600359)",1
,6840,,1540,3228,1,55.75537525,2,59,,connector,20,"LINESTRING (-112.0764206 33.4600359, -112.0766992270468 33.46048018511475)",1
,6841,,3229,150,1,25.09405989,2,59,,connector,20,"LINESTRING (-112.0775805004727 33.45953093380782, -112.077782 33.4596815)",1
,6842,,150,3229,1,25.09405989,2,59,,connector,20,"LINESTRING (-112.077782 33.4596815, -112.0775805004727 33.45953093380782)",1
,6843,,3230,1940,1,84.98636652,2,59,,connector,20,"LINESTRING (-112.07703925 33.4524003, -112.0777362 33.4519043)",1
,6844,,1940,3230,1,84.98636652,2,59,,connector,20,"LINESTRING (-112.0777362 33.4519043, -112.07703925 33.4524003)",1
,6845,,3231,1541,1,86.02235542,2,59,,connector,20,"LINESTRING (-112.0752104800519 33.46080111660029, -112.0753523 33.4600366)",1
,6846,,1541,3231,1,86.02235542,2,59,,connector,20,"LINESTRING (-112.0753523 33.4600366, -112.0752104800519 33.46080111660029)",1
,6847,,3232,1235,1,102.9366504,2,59,,connector,20,"LINESTRING (-112.0750408605467 33.46114967462191, -112.0739396 33.4610361)",1
,6848,,1235,3232,1,102.9366504,2,59,,connector,20,"LINESTRING (-112.0739396 33.4610361, -112.0750408605467 33.46114967462191)",1
,6849,,3233,1147,1,115.1336595,2,59,,connector,20,"LINESTRING (-112.0751632 33.4620776, -112.0739234 33.4621257)",1
,6850,,1147,3233,1,115.1336595,2,59,,connector,20,"LINESTRING (-112.0739234 33.4621257, -112.0751632 33.4620776)",1
,6851,,3234,7,1,80.07605403,2,59,,connector,20,"LINESTRING (-112.07682895 33.46098725, -112.0763859 33.4616053)",1
,6852,,7,3234,1,80.07605403,2,59,,connector,20,"LINESTRING (-112.0763859 33.4616053, -112.07682895 33.46098725)",1
,6853,,3235,159,1,53.34209733,2,59,,connector,20,"LINESTRING (-112.0730943251375 33.45541244602834, -112.0725432 33.4555492)",1
,6854,,159,3235,1,53.34209733,2,59,,connector,20,"LINESTRING (-112.0725432 33.4555492, -112.0730943251375 33.45541244602834)",1
,6855,,3236,1541,1,100.9628223,2,59,,connector,20,"LINESTRING (-112.07533385 33.46094444999999, -112.0753523 33.4600366)",1
,6856,,1541,3236,1,100.9628223,2,59,,connector,20,"LINESTRING (-112.0753523 33.4600366, -112.07533385 33.46094444999999)",1
,6857,,3237,152,1,76.4537669,2,59,,connector,20,"LINESTRING (-112.0769337006646 33.46077252532541, -112.0777544 33.4607096)",1
,6858,,152,3237,1,76.4537669,2,59,,connector,20,"LINESTRING (-112.0777544 33.4607096, -112.0769337006646 33.46077252532541)",1
,6859,,3238,1541,1,82.82721823,2,59,,connector,20,"LINESTRING (-112.0753386113074 33.46078139552204, -112.0753523 33.4600366)",1
,6860,,1541,3238,1,82.82721823,2,59,,connector,20,"LINESTRING (-112.0753523 33.4600366, -112.0753386113074 33.46078139552204)",1
,6861,,3239,371,1,49.78652919,2,59,,connector,20,"LINESTRING (-112.0704322607805 33.45635363182809, -112.0699811 33.4565961)",1
,6862,,371,3239,1,49.78652919,2,59,,connector,20,"LINESTRING (-112.0699811 33.4565961, -112.0704322607805 33.45635363182809)",1
,6863,,3240,7,1,97.93806288,2,59,,connector,20,"LINESTRING (-112.0757822607888 33.46232791336023, -112.0763859 33.4616053)",1
,6864,,7,3240,1,97.93806288,2,59,,connector,20,"LINESTRING (-112.0763859 33.4616053, -112.0757822607888 33.46232791336023)",1
,6865,,3241,799,1,47.11068701,2,59,,connector,20,"LINESTRING (-112.0770431707611 33.46234537829191, -112.0769519 33.4619286)",1
,6866,,799,3241,1,47.11068701,2,59,,connector,20,"LINESTRING (-112.0769519 33.4619286, -112.0770431707611 33.46234537829191)",1
,6867,,3242,799,1,43.21318204,2,59,,connector,20,"LINESTRING (-112.0765928076524 33.46217615939085, -112.0769519 33.4619286)",1
,6868,,799,3242,1,43.21318204,2,59,,connector,20,"LINESTRING (-112.0769519 33.4619286, -112.0765928076524 33.46217615939085)",1
,6869,,3243,799,1,60.64856709,2,59,,connector,20,"LINESTRING (-112.0763696076703 33.46217660972975, -112.0769519 33.4619286)",1
,6870,,799,3243,1,60.64856709,2,59,,connector,20,"LINESTRING (-112.0769519 33.4619286, -112.0763696076703 33.46217660972975)",1
,6871,,3244,1308,1,28.35041541,2,59,,connector,20,"LINESTRING (-112.0701646647899 33.46232923395228, -112.0699529 33.4621454)",1
,6872,,1308,3244,1,28.35041541,2,59,,connector,20,"LINESTRING (-112.0699529 33.4621454, -112.0701646647899 33.46232923395228)",1
,6873,,3245,721,1,29.80050229,2,59,,connector,20,"LINESTRING (-112.0699465803259 33.46277756799591, -112.0698897 33.4625138)",1
,6874,,721,3245,1,29.80050229,2,59,,connector,20,"LINESTRING (-112.0698897 33.4625138, -112.0699465803259 33.46277756799591)",1
,6875,,3246,799,1,34.05679788,2,59,,connector,20,"LINESTRING (-112.0771947035199 33.46215833314336, -112.0769519 33.4619286)",1
,6876,,799,3246,1,34.05679788,2,59,,connector,20,"LINESTRING (-112.0769519 33.4619286, -112.0771947035199 33.46215833314336)",1
,6877,,3247,7,1,64.99504792,2,59,,connector,20,"LINESTRING (-112.0761087996185 33.4621421582771, -112.0763859 33.4616053)",1
,6878,,7,3247,1,64.99504792,2,59,,connector,20,"LINESTRING (-112.0763859 33.4616053, -112.0761087996185 33.4621421582771)",1
,6879,,3248,799,1,51.42278649,2,59,,connector,20,"LINESTRING (-112.0764809431308 33.4621725225931, -112.0769519 33.4619286)",1
,6880,,799,3248,1,51.42278649,2,59,,connector,20,"LINESTRING (-112.0769519 33.4619286, -112.0764809431308 33.4621725225931)",1
,6881,,3249,1308,1,73.89328899,2,59,,connector,20,"LINESTRING (-112.070423877463 33.4616094620186, -112.0699529 33.4621454)",1
,6882,,1308,3249,1,73.89328899,2,59,,connector,20,"LINESTRING (-112.0699529 33.4621454, -112.070423877463 33.4616094620186)",1
,6883,,3250,801,1,67.52599065,2,59,,connector,20,"LINESTRING (-112.0789415875183 33.46246970155197, -112.0791837 33.461897)",1
,6884,,801,3250,1,67.52599065,2,59,,connector,20,"LINESTRING (-112.0791837 33.461897, -112.0789415875183 33.46246970155197)",1
,6885,,3251,1301,1,58.25345231,2,59,,connector,20,"LINESTRING (-112.0732119401733 33.46337806325353, -112.0727202 33.4637039)",1
,6886,,1301,3251,1,58.25345231,2,59,,connector,20,"LINESTRING (-112.0727202 33.4637039, -112.0732119401733 33.46337806325353)",1
,6887,,3252,1686,1,84.9205545,2,59,,connector,20,"LINESTRING (-112.0706766486325 33.46499081267142, -112.0704318 33.4657267)",1
,6888,,1686,3252,1,84.9205545,2,59,,connector,20,"LINESTRING (-112.0704318 33.4657267, -112.0706766486325 33.46499081267142)",1
,6889,,3253,374,1,45.45580399,2,59,,connector,20,"LINESTRING (-112.068978841183 33.4615520146623, -112.0693774 33.4613142)",1
,6890,,374,3253,1,45.45580399,2,59,,connector,20,"LINESTRING (-112.0693774 33.4613142, -112.068978841183 33.4615520146623)",1
,6891,,3254,1244,1,56.65099039,2,59,,connector,20,"LINESTRING (-112.0723681919222 33.4631655229922, -112.0723595 33.4626561)",1
,6892,,1244,3254,1,56.65099039,2,59,,connector,20,"LINESTRING (-112.0723595 33.4626561, -112.0723681919222 33.4631655229922)",1
,6893,,3255,694,1,81.15429878,2,59,,connector,20,"LINESTRING (-112.0683071594943 33.46106211805817, -112.0674794 33.4612983)",1
,6894,,694,3255,1,81.15429878,2,59,,connector,20,"LINESTRING (-112.0674794 33.4612983, -112.0683071594943 33.46106211805817)",1
,6895,,3256,1245,1,36.52955725,2,59,,connector,20,"LINESTRING (-112.0720863993284 33.46357975166676, -112.0724065 33.4637711)",1
,6896,,1245,3256,1,36.52955725,2,59,,connector,20,"LINESTRING (-112.0724065 33.4637711, -112.0720863993284 33.46357975166676)",1
,6897,,3257,1301,1,44.26382944,2,59,,connector,20,"LINESTRING (-112.0726849209166 33.46330691528608, -112.0727202 33.4637039)",1
,6898,,1301,3257,1,44.26382944,2,59,,connector,20,"LINESTRING (-112.0727202 33.4637039, -112.0726849209166 33.46330691528608)",1
,6899,,3258,1244,1,54.26094299,2,59,,connector,20,"LINESTRING (-112.0719349584491 33.46232041162517, -112.0723595 33.4626561)",1
,6900,,1244,3258,1,54.26094299,2,59,,connector,20,"LINESTRING (-112.0723595 33.4626561, -112.0719349584491 33.46232041162517)",1
,6901,,3259,573,1,22.03084049,2,59,,connector,20,"LINESTRING (-112.0711335246388 33.46149915798933, -112.0712401 33.4613221)",1
,6902,,573,3259,1,22.03084049,2,59,,connector,20,"LINESTRING (-112.0712401 33.4613221, -112.0711335246388 33.46149915798933)",1
,6903,,3260,573,1,24.38873482,2,59,,connector,20,"LINESTRING (-112.0713979097835 33.46149752595706, -112.0712401 33.4613221)",1
,6904,,573,3260,1,24.38873482,2,59,,connector,20,"LINESTRING (-112.0712401 33.4613221, -112.0713979097835 33.46149752595706)",1
,6905,,3261,1233,1,90.69056095,2,59,,connector,20,"LINESTRING (-112.0700610071394 33.46333709277985, -112.0693509 33.4627765)",1
,6906,,1233,3261,1,90.69056095,2,59,,connector,20,"LINESTRING (-112.0693509 33.4627765, -112.0700610071394 33.46333709277985)",1
,6907,,3262,1684,1,111.5270506,2,59,,connector,20,"LINESTRING (-112.0727678219567 33.46676100709279, -112.0739639 33.4666589)",1
,6908,,1684,3262,1,111.5270506,2,59,,connector,20,"LINESTRING (-112.0739639 33.4666589, -112.0727678219567 33.46676100709279)",1
,6909,,3263,300,1,165.5149316,2,59,,connector,20,"LINESTRING (-112.0668978432399 33.46717586944394, -112.0651137 33.467153)",1
,6910,,300,3263,1,165.5149316,2,59,,connector,20,"LINESTRING (-112.0651137 33.467153, -112.0668978432399 33.46717586944394)",1
,6911,,3264,167,1,85.53259767,2,59,,connector,20,"LINESTRING (-112.0707864028747 33.46719438567151, -112.0716026 33.4675523)",1
,6912,,167,3264,1,85.53259767,2,59,,connector,20,"LINESTRING (-112.0716026 33.4675523, -112.0707864028747 33.46719438567151)",1
,6913,,3265,2033,1,28.69026748,2,59,,connector,20,"LINESTRING (-112.0654046285505 33.46778306497824, -112.0651224 33.4676775)",1
,6914,,2033,3265,1,28.69026748,2,59,,connector,20,"LINESTRING (-112.0651224 33.4676775, -112.0654046285505 33.46778306497824)",1
,6915,,3266,298,1,83.26291124,2,59,,connector,20,"LINESTRING (-112.070241638497 33.46724357435365, -112.0694217 33.4675483)",1
,6916,,298,3266,1,83.26291124,2,59,,connector,20,"LINESTRING (-112.0694217 33.4675483, -112.070241638497 33.46724357435365)",1
,6917,,3267,298,1,94.25030775,2,59,,connector,20,"LINESTRING (-112.0703993748344 33.46777914226283, -112.0694217 33.4675483)",1
,6918,,298,3267,1,94.25030775,2,59,,connector,20,"LINESTRING (-112.0694217 33.4675483, -112.0703993748344 33.46777914226283)",1
,6919,,3268,167,1,89.48326656,2,59,,connector,20,"LINESTRING (-112.0706767410331 33.46777832516544, -112.0716026 33.4675523)",1
,6920,,167,3268,1,89.48326656,2,59,,connector,20,"LINESTRING (-112.0716026 33.4675523, -112.0706767410331 33.46777832516544)",1
,6921,,3269,167,1,39.64200478,2,59,,connector,20,"LINESTRING (-112.0712562 33.4677611, -112.0716026 33.4675523)",1
,6922,,167,3269,1,39.64200478,2,59,,connector,20,"LINESTRING (-112.0716026 33.4675523, -112.0712562 33.4677611)",1
,6923,,3270,298,1,40.17236356,2,59,,connector,20,"LINESTRING (-112.0697774 33.4677544, -112.0694217 33.4675483)",1
,6924,,298,3270,1,40.17236356,2,59,,connector,20,"LINESTRING (-112.0694217 33.4675483, -112.0697774 33.4677544)",1
,6925,,3271,167,1,74.76189461,2,59,,connector,20,"LINESTRING (-112.0709838 33.4671215, -112.0716026 33.4675523)",1
,6926,,167,3271,1,74.76189461,2,59,,connector,20,"LINESTRING (-112.0716026 33.4675523, -112.0709838 33.4671215)",1
,6927,,3272,298,1,58.83041965,2,59,,connector,20,"LINESTRING (-112.0698528454626 33.46716027482946, -112.0694217 33.4675483)",1
,6928,,298,3272,1,58.83041965,2,59,,connector,20,"LINESTRING (-112.0694217 33.4675483, -112.0698528454626 33.46716027482946)",1
,6929,,3273,298,1,34.57588731,2,59,,connector,20,"LINESTRING (-112.0697295469199 33.46737297234115, -112.0694217 33.4675483)",1
,6930,,298,3273,1,34.57588731,2,59,,connector,20,"LINESTRING (-112.0694217 33.4675483, -112.0697295469199 33.46737297234115)",1
,6931,,3274,300,1,128.3551606,2,59,,connector,20,"LINESTRING (-112.0664887353715 33.46728234097274, -112.0651137 33.467153)",1
,6932,,300,3274,1,128.3551606,2,59,,connector,20,"LINESTRING (-112.0651137 33.467153, -112.0664887353715 33.46728234097274)",1
,6933,,3275,298,1,58.75319376,2,59,,connector,20,"LINESTRING (-112.0696217162239 33.46704695635525, -112.0694217 33.4675483)",1
,6934,,298,3275,1,58.75319376,2,59,,connector,20,"LINESTRING (-112.0694217 33.4675483, -112.0696217162239 33.46704695635525)",1
,6935,,3276,1943,1,58.50354724,2,59,,connector,20,"LINESTRING (-112.0698285617251 33.46693542955251, -112.069425 33.4665311)",1
,6936,,1943,3276,1,58.50354724,2,59,,connector,20,"LINESTRING (-112.069425 33.4665311, -112.0698285617251 33.46693542955251)",1
,6937,,3277,1690,1,127.7398726,2,59,,connector,20,"LINESTRING (-112.066480396209 33.466839840845, -112.0661195 33.4657312)",1
,6938,,1690,3277,1,127.7398726,2,59,,connector,20,"LINESTRING (-112.0661195 33.4657312, -112.066480396209 33.466839840845)",1
,6939,,3278,167,1,42.7461108,2,59,,connector,20,"LINESTRING (-112.0712694288022 33.46728671234338, -112.0716026 33.4675523)",1
,6940,,167,3278,1,42.7461108,2,59,,connector,20,"LINESTRING (-112.0716026 33.4675523, -112.0712694288022 33.46728671234338)",1
,6941,,3279,2033,1,76.04575584,2,59,,connector,20,"LINESTRING (-112.0659352110644 33.46776677271487, -112.0651224 33.4676775)",1
,6942,,2033,3279,1,76.04575584,2,59,,connector,20,"LINESTRING (-112.0651224 33.4676775, -112.0659352110644 33.46776677271487)",1
,6943,,3280,1689,1,44.23630741,2,59,,connector,20,"LINESTRING (-112.0657080950539 33.4660741573951, -112.0659471 33.4657299)",1
,6944,,1689,3280,1,44.23630741,2,59,,connector,20,"LINESTRING (-112.0659471 33.4657299, -112.0657080950539 33.4660741573951)",1
,6945,,3281,1690,1,65.764303,2,59,,connector,20,"LINESTRING (-112.0664739130134 33.46624343041614, -112.0661195 33.4657312)",1
,6946,,1690,3281,1,65.764303,2,59,,connector,20,"LINESTRING (-112.0661195 33.4657312, -112.0664739130134 33.46624343041614)",1
,6947,,3282,1468,1,74.37377195,2,59,,connector,20,"LINESTRING (-112.0659244702746 33.46655548848186, -112.0651665 33.4663374)",1
,6948,,1468,3282,1,74.37377195,2,59,,connector,20,"LINESTRING (-112.0651665 33.4663374, -112.0659244702746 33.46655548848186)",1
,6949,,3283,167,1,71.74720194,2,59,,connector,20,"LINESTRING (-112.072350775708 33.46738860180191, -112.0716026 33.4675523)",1
,6950,,167,3283,1,71.74720194,2,59,,connector,20,"LINESTRING (-112.0716026 33.4675523, -112.072350775708 33.46738860180191)",1
,6951,,3284,966,1,73.81812905,2,59,,connector,20,"LINESTRING (-112.0725676928475 33.46772131374914, -112.0733218 33.4679334)",1
,6952,,966,3284,1,73.81812905,2,59,,connector,20,"LINESTRING (-112.0733218 33.4679334, -112.0725676928475 33.46772131374914)",1
,6953,,3285,1685,1,97.26180441,2,59,,connector,20,"LINESTRING (-112.0632112322888 33.46618264627086, -112.0641045 33.4657246)",1
,6954,,1685,3285,1,97.26180441,2,59,,connector,20,"LINESTRING (-112.0641045 33.4657246, -112.0632112322888 33.46618264627086)",1
,6955,,3286,1694,1,41.1353191,2,59,,connector,20,"LINESTRING (-112.0792237507244 33.46597105026991, -112.0788425 33.4657821)",1
,6956,,1694,3286,1,41.1353191,2,59,,connector,20,"LINESTRING (-112.0788425 33.4657821, -112.0792237507244 33.46597105026991)",1
,6957,,3287,605,1,63.58682155,2,59,,connector,20,"LINESTRING (-112.0765100061617 33.46549806464353, -112.075897 33.465754)",1
,6958,,605,3287,1,63.58682155,2,59,,connector,20,"LINESTRING (-112.075897 33.465754, -112.0765100061617 33.46549806464353)",1
,6959,,3288,605,1,47.14673729,2,59,,connector,20,"LINESTRING (-112.0763331815592 33.46553634116879, -112.075897 33.465754)",1
,6960,,605,3288,1,47.14673729,2,59,,connector,20,"LINESTRING (-112.075897 33.465754, -112.0763331815592 33.46553634116879)",1
,6961,,3289,1694,1,22.43902733,2,59,,connector,20,"LINESTRING (-112.0788364039317 33.46598383493325, -112.0788425 33.4657821)",1
,6962,,1694,3289,1,22.43902733,2,59,,connector,20,"LINESTRING (-112.0788425 33.4657821, -112.0788364039317 33.46598383493325)",1
,6963,,3290,1694,1,27.75394513,2,59,,connector,20,"LINESTRING (-112.079003843734 33.46599229727396, -112.0788425 33.4657821)",1
,6964,,1694,3290,1,27.75394513,2,59,,connector,20,"LINESTRING (-112.0788425 33.4657821, -112.079003843734 33.46599229727396)",1
,6965,,3291,1901,1,37.96413444,2,59,,connector,20,"LINESTRING (-112.0775807669326 33.46548214856794, -112.0777982 33.4657714)",1
,6966,,1901,3291,1,37.96413444,2,59,,connector,20,"LINESTRING (-112.0777982 33.4657714, -112.0775807669326 33.46548214856794)",1
,6967,,3292,1695,1,25.52883694,2,59,,connector,20,"LINESTRING (-112.0796277591289 33.46600564620857, -112.0797235 33.4657904)",1
,6968,,1695,3292,1,25.52883694,2,59,,connector,20,"LINESTRING (-112.0797235 33.4657904, -112.0796277591289 33.46600564620857)",1
,6969,,3293,1052,1,34.78848087,2,59,,connector,20,"LINESTRING (-112.0779520016397 33.4661084316062, -112.0782664 33.466279)",1
,6970,,1052,3293,1,34.78848087,2,59,,connector,20,"LINESTRING (-112.0782664 33.466279, -112.0779520016397 33.4661084316062)",1
,6971,,3294,1695,1,43.26375491,2,59,,connector,20,"LINESTRING (-112.0794233494942 33.46608820611073, -112.0797235 33.4657904)",1
,6972,,1695,3294,1,43.26375491,2,59,,connector,20,"LINESTRING (-112.0797235 33.4657904, -112.0794233494942 33.46608820611073)",1
,6973,,3295,1694,1,39.15765832,2,59,,connector,20,"LINESTRING (-112.0791055030011 33.46550664596343, -112.0788425 33.4657821)",1
,6974,,1694,3295,1,39.15765832,2,59,,connector,20,"LINESTRING (-112.0788425 33.4657821, -112.0791055030011 33.46550664596343)",1
,6975,,3296,606,1,33.68579272,2,59,,connector,20,"LINESTRING (-112.0800660609474 33.46602992560466, -112.0802971 33.4657962)",1
,6976,,606,3296,1,33.68579272,2,59,,connector,20,"LINESTRING (-112.0802971 33.4657962, -112.0800660609474 33.46602992560466)",1
,6977,,3297,1694,1,35.780691,2,59,,connector,20,"LINESTRING (-112.0785888931801 33.4660245581717, -112.0788425 33.4657821)",1
,6978,,1694,3297,1,35.780691,2,59,,connector,20,"LINESTRING (-112.0788425 33.4657821, -112.0785888931801 33.4660245581717)",1
,6979,,3298,1695,1,32.6561464,2,59,,connector,20,"LINESTRING (-112.0797941700076 33.46607810575364, -112.0797235 33.4657904)",1
,6980,,1695,3298,1,32.6561464,2,59,,connector,20,"LINESTRING (-112.0797235 33.4657904, -112.0797941700076 33.46607810575364)",1
,6981,,3299,1694,1,29.8939871,2,59,,connector,20,"LINESTRING (-112.0789043669147 33.46551825729998, -112.0788425 33.4657821)",1
,6982,,1694,3299,1,29.8939871,2,59,,connector,20,"LINESTRING (-112.0788425 33.4657821, -112.0789043669147 33.46551825729998)",1
,6983,,3300,605,1,75.25489983,2,59,,connector,20,"LINESTRING (-112.0766713076033 33.46555201670804, -112.075897 33.465754)",1
,6984,,605,3300,1,75.25489983,2,59,,connector,20,"LINESTRING (-112.075897 33.465754, -112.0766713076033 33.46555201670804)",1
,6985,,3301,1901,1,62.95989231,2,59,,connector,20,"LINESTRING (-112.077327646051 33.46536334985102, -112.0777982 33.4657714)",1
,6986,,1901,3301,1,62.95989231,2,59,,connector,20,"LINESTRING (-112.0777982 33.4657714, -112.077327646051 33.46536334985102)",1
,6987,,3302,1695,1,46.41425485,2,59,,connector,20,"LINESTRING (-112.0794585189547 33.46543632356306, -112.0797235 33.4657904)",1
,6988,,1695,3302,1,46.41425485,2,59,,connector,20,"LINESTRING (-112.0797235 33.4657904, -112.0794585189547 33.46543632356306)",1
,6989,,3303,1423,1,36.83573588,2,59,,connector,20,"LINESTRING (-112.0676840634537 33.46545480500555, -112.0674648 33.465731)",1
,6990,,1423,3303,1,36.83573588,2,59,,connector,20,"LINESTRING (-112.0674648 33.465731, -112.0676840634537 33.46545480500555)",1
,6991,,3304,1423,1,51.73294356,2,59,,connector,20,"LINESTRING (-112.0678900509864 33.46542999395339, -112.0674648 33.465731)",1
,6992,,1423,3304,1,51.73294356,2,59,,connector,20,"LINESTRING (-112.0674648 33.465731, -112.0678900509864 33.46542999395339)",1
,6993,,3305,1944,1,46.84320306,2,59,,connector,20,"LINESTRING (-112.0688947959932 33.46473922135849, -112.0693925 33.4648105)",1
,6994,,1944,3305,1,46.84320306,2,59,,connector,20,"LINESTRING (-112.0693925 33.4648105, -112.0688947959932 33.46473922135849)",1
,6995,,3306,1685,1,65.37796498,2,59,,connector,20,"LINESTRING (-112.0637118667174 33.46621287488269, -112.0641045 33.4657246)",1
,6996,,1685,3306,1,65.37796498,2,59,,connector,20,"LINESTRING (-112.0641045 33.4657246, -112.0637118667174 33.46621287488269)",1
,6997,,3307,1423,1,145.8873509,2,59,,connector,20,"LINESTRING (-112.067635216074 33.46703527163286, -112.0674648 33.465731)",1
,6998,,1423,3307,1,145.8873509,2,59,,connector,20,"LINESTRING (-112.0674648 33.465731, -112.067635216074 33.46703527163286)",1
,6999,,3308,1685,1,38.06565569,2,59,,connector,20,"LINESTRING (-112.0642276749614 33.46605114740182, -112.0641045 33.4657246)",1
,7000,,1685,3308,1,38.06565569,2,59,,connector,20,"LINESTRING (-112.0641045 33.4657246, -112.0642276749614 33.46605114740182)",1
,7001,,3309,1687,1,80.63610875,2,59,,connector,20,"LINESTRING (-112.0685164 33.46500970000001, -112.0683987 33.4657282)",1
,7002,,1687,3309,1,80.63610875,2,59,,connector,20,"LINESTRING (-112.0683987 33.4657282, -112.0685164 33.46500970000001)",1
,7003,,3310,1687,1,43.07686637,2,59,,connector,20,"LINESTRING (-112.06809925 33.4654321, -112.0683987 33.4657282)",1
,7004,,1687,3310,1,43.07686637,2,59,,connector,20,"LINESTRING (-112.0683987 33.4657282, -112.06809925 33.4654321)",1
,7005,,3311,1687,1,48.5678957,2,59,,connector,20,"LINESTRING (-112.0682869936166 33.46530147497696, -112.0683987 33.4657282)",1
