name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,activity_zone_id,production,attraction,activity_location_tab
,858,330527400,,,0,,motorway,0,-112.0375636,33.4510291,,,,,0,0,
,859,330527428,,,0,,motorway,0,-112.0375453,33.4517407,,,,,0,0,
,860,330527867,,,0,,motorway,0,-112.0366763,33.4530876,,,,,0,0,
,861,330530989,,,0,,motorway,0,-112.0388219,33.4628026,,,,,0,0,
,864,330531985,,,0,,motorway,0,-112.0347353,33.4613467,,,,,0,0,
,865,330533136,,,0,,motorway,0,-112.0382243,33.4600926,,,,,0,0,
,866,330533434,,,0,,motorway,0,-112.0383669,33.4616852,,,,,0,0,
,867,330533608,,,0,,motorway,0,-112.0376078,33.4620412,,,,,0,0,
,868,330538946,motorway_junction,,0,,motorway,0,-112.0364433,33.4616985,,,,,0,0,
,869,330542586,,,0,,motorway,0,-112.0386207,33.4623581,,,,,0,0,
,870,330543224,,,0,,motorway,0,-112.0338348,33.4614572,,,,,0,0,
,871,330543272,,,0,,motorway,0,-112.0338533,33.4615144,,,,,0,0,
,872,330544102,,,0,,motorway,0,-112.0306638,33.4620941,,,,,0,0,
,873,330544136,,,0,,motorway,0,-112.0306692,33.4621561,,,,,0,0,
,874,330544171,,,0,,motorway,0,-112.0306737,33.4622078,,,,,0,0,
,875,330544422,,,0,,motorway,1,-112.029595,33.4621728,,,,37,1000,1000,boundary
,876,330544538,,,0,,motorway,1,-112.0295938,33.4621056,,,,37,1000,1000,boundary
,877,330544770,,,0,,motorway,1,-112.029594,33.4619311,,,,37,1000,1000,boundary
,878,330545206,,,0,,motorway,0,-112.038638,33.4638315,,,,,0,0,
,879,330545921,,,0,,motorway,0,-112.0372908,33.4636412,,,,,0,0,
,880,330546030,,,0,,motorway,0,-112.0374539,33.4635266,,,,,0,0,
,881,330546071,,,0,,motorway,0,-112.037696,33.464086,,,,,0,0,
,882,330546754,,,0,,motorway,0,-112.0382301,33.4662493,,,,,0,0,
,883,330546783,,,0,,motorway,0,-112.0379971,33.4662685,,,,,0,0,
,889,330553138,,,0,,motorway,0,-112.0647611,33.4625267,,,,,0,0,
,890,330554527,,,0,,motorway,0,-112.0692027,33.4621947,,,,,0,0,
,891,330555077,,,0,,motorway,0,-112.0779403,33.4613642,,,,,0,0,
,903,331893015,,,0,,motorway,0,-112.0380634,33.448258,,,,,0,0,
,904,331893061,traffic_signals,,1,,primary,0,-112.0380617,33.4483599,,,,,0,0,
,913,331893075,,,0,,primary,0,-112.0618355,33.4483393,,,,,0,0,
,914,331901514,,,0,,primary,0,-112.0622637,33.4483409,,,,,0,0,
,915,331901515,,,0,,primary,0,-112.063665,33.4482486,,,,,0,0,
,923,331908910,crossing,,0,,primary,0,-112.0737988,33.448374,,,,,0,0,
,945,331925126,,,0,,primary,0,-112.0665343,33.4468172,,,,,0,0,
,946,331925131,,,0,,primary,0,-112.0655257,33.4470853,,,,,0,0,
,947,331925170,,,0,,primary,0,-112.0655798,33.4472036,,,,,0,0,
,949,331925517,crossing,,0,,primary,0,-112.061983,33.4472142,,,,,0,0,
,950,331927659,,,0,,primary,0,-112.0731483,33.4471638,,,,,0,0,
,962,331932986,traffic_signals,,1,,primary,0,-112.0751883,33.4524078,,,,,0,0,
,964,331932990,crossing,,0,,primary,0,-112.0751921,33.4504628,,,,,0,0,
,972,331945480,,,0,,primary,0,-112.0739375,33.4600107,,,,,0,0,
,979,368354300,,,0,,motorway,1,-112.1142742,33.4620329,,,,29,1000,1000,boundary
,980,368354303,motorway_junction,,0,,motorway,0,-112.0940396,33.461977,,,,,0,0,
,981,368354305,motorway_junction,,0,,motorway,0,-112.0985831,33.4619612,,,,,0,0,
,982,368354310,,,0,,motorway,0,-112.1142433,33.4616996,,,,,0,0,
,983,368354312,,,0,,motorway,0,-112.0985886,33.4615585,,,,,0,0,
,984,368354313,,,0,,motorway,0,-112.0941442,33.4615585,,,,,0,0,
,985,368354317,motorway_junction,,0,,motorway,1,-112.1149178,33.4616845,,,,29,1000,1000,boundary
,986,368354323,,,0,,motorway,0,-112.1142795,33.461619,,,,,0,0,
,987,368354341,,,0,,motorway,0,-112.1084064,33.4584604,,,,,0,0,
,988,368354362,,,0,,motorway,1,-112.1148884,33.4614758,,,,29,1000,1000,boundary
,989,368354363,,,0,,motorway,0,-112.1142876,33.4614467,,,,,0,0,
,990,368354389,,,0,,motorway,0,-112.1142795,33.4622075,,,,,0,0,
,991,368354403,motorway_junction,,0,,motorway,1,-112.110757,33.4675609,,,,31,1000,1000,boundary
,992,368354422,,,0,,motorway,0,-112.1081874,33.4586482,,,,,0,0,
,993,368354424,,,0,,motorway,0,-112.1082714,33.4541207,,,,,0,0,
,994,368354427,motorway_junction,,0,,motorway,0,-112.1080272,33.4544933,,,,,0,0,
,995,368354428,motorway_junction,,0,,motorway,0,-112.1079797,33.4586208,,,,,0,0,
,996,368354433,,,0,,motorway,0,-112.1081375,33.4609279,,,,,0,0,
,997,368354441,,,0,,motorway,0,-112.1090416,33.464196,,,,,0,0,
,998,368354446,,,0,,motorway,1,-112.1105982,33.4676586,,,,31,1000,1000,boundary
,999,368354448,,,0,,motorway,0,-112.1083937,33.4579745,,,,,0,0,
,1000,368354467,,,0,,motorway,0,-112.1134829,33.462203,,,,,0,0,
,1001,368354470,,,0,,motorway,0,-112.1100148,33.4621023,,,,,0,0,
,1002,368354478,,,0,,motorway,0,-112.1119514,33.4621847,,,,,0,0,
,1003,368354483,,,0,,motorway,0,-112.107637,33.4596075,,,,,0,0,
,1004,368354484,motorway_junction,,0,,motorway,0,-112.1077711,33.4573821,,,,,0,0,
,1005,368354488,,,0,,motorway,0,-112.1073994,33.4596495,,,,,0,0,
,1006,368354499,,,0,,motorway,0,-112.1016946,33.4613796,,,,,0,0,
,1007,368354504,motorway_junction,,0,,motorway,0,-112.1098834,33.4650067,,,,,0,0,
,1008,368354509,,,0,,motorway,0,-112.108685,33.4618683,,,,,0,0,
,1009,368354523,,,0,,motorway,0,-112.1011904,33.4614198,,,,,0,0,
,1010,368354568,,,0,,motorway,0,-112.1119541,33.4622813,,,,,0,0,
,1011,368354577,motorway_junction,,0,,motorway,0,-112.1020996,33.4621112,,,,,0,0,
,1012,368354584,,,0,,motorway,0,-112.1039262,33.46208,,,,,0,0,
,1013,368354651,,,0,,motorway,0,-112.1083387,33.4584575,,,,,0,0,
,1014,368354689,,,0,,motorway,0,-112.1079308,33.4631451,,,,,0,0,
,1044,369002396,,,0,,motorway,1,-112.1099122,33.466706,,,,31,1000,1000,boundary
,1045,369039186,,,0,,motorway,0,-112.0909309,33.461478,,,,,0,0,
,1046,369039198,,,0,,motorway,0,-112.0909363,33.4618942,,,,,0,0,
,1047,369039228,,,0,,motorway,0,-112.0980978,33.4612185,,,,,0,0,
,1048,369039433,,,0,,motorway,0,-112.0985457,33.4621381,,,,,0,0,
,1062,795892743,,,0,,motorway,1,-112.0381151,33.4677493,,,,35,1000,1000,boundary
,1077,1256224131,traffic_signals,,1,,primary,0,-112.0651605,33.451369,,,,,0,0,
,1088,1278936161,crossing,,0,,primary,0,-112.0685907,33.4463889,,,,,0,0,
,1098,1313270355,crossing,,0,,primary,0,-112.0737919,33.4543788,,,,,0,0,
,1102,1376591423,motorway_junction,,0,,motorway,0,-112.0303931,33.4621669,,,,,0,0,
,1109,1401842718,,,0,,primary,0,-112.1001196,33.4486577,,,,,0,0,
,1123,1447583705,,,0,,primary,0,-112.1001085,33.4497374,,,,,0,0,
,1127,1498066545,crossing,,0,,primary,1,-112.029999,33.4471207,,,,40,1000,1000,boundary
,1129,1498706164,,,0,,primary,1,-112.029868,33.4472833,,,,40,1000,1000,boundary
,1131,1501878990,,,0,,primary,0,-112.0672581,33.4464678,,,,,0,0,
,1135,1501879048,,,0,,primary,0,-112.0602864,33.4471205,,,,,0,0,
,1136,1501879067,,,0,,primary,0,-112.0556257,33.4471334,,,,,0,0,
,1137,1501879112,,,0,,primary,0,-112.035846,33.4472231,,,,,0,0,
,1138,1501879131,,,0,,primary,0,-112.0589342,33.4472402,,,,,0,0,
,1139,1501879192,,,0,,primary,0,-112.058931,33.4481977,,,,,0,0,
,1140,1501879320,,,0,,primary,0,-112.033365,33.4483303,,,,,0,0,
,1141,1501879338,,,0,,primary,0,-112.0601572,33.4483367,,,,,0,0,
,1143,1501879360,,,0,,primary,0,-112.0423035,33.44836,,,,,0,0,
,1144,1501879393,,,0,,primary,0,-112.0751054,33.4497094,,,,,0,0,
,1146,1501879657,,,0,,primary,0,-112.0737401,33.461038,,,,,0,0,
,1147,1501879685,,,0,,primary,0,-112.0739234,33.4621257,,,,,0,0,
,1148,1501879689,,,0,,primary,0,-112.0737213,33.4621339,,,,,0,0,
,1150,1502088200,,,0,,primary,0,-112.0577077,33.4471261,,,,,0,0,
,1151,1502088202,,,0,,primary,0,-112.0531183,33.4471435,,,,,0,0,
,1152,1502088222,,,0,,primary,0,-112.0312276,33.4471457,,,,,0,0,
,1153,1502088226,,,0,,primary,0,-112.0488914,33.4471685,,,,,0,0,
,1154,1502088228,,,0,,primary,0,-112.0443404,33.4471772,,,,,0,0,
,1155,1502088229,,,0,,primary,0,-112.0415157,33.4471811,,,,,0,0,
,1156,1502088313,,,0,,primary,0,-112.0584319,33.4472442,,,,,0,0,
,1158,1502088354,,,0,,primary,0,-112.053884,33.4472829,,,,,0,0,
,1161,1502088379,,,0,,primary,0,-112.0320678,33.4472983,,,,,0,0,
,1162,1502088382,,,0,,primary,0,-112.0497351,33.4472987,,,,,0,0,
,1165,1502088405,,,0,,primary,0,-112.0452395,33.447311,,,,,0,0,
,1166,1502088412,,,0,,primary,0,-112.0422373,33.4473123,,,,,0,0,
,1176,1502088585,,,0,,primary,0,-112.0545534,33.4481898,,,,,0,0,
,1181,1502088609,,,0,,primary,0,-112.0326149,33.4481944,,,,,0,0,
,1182,1502088621,,,0,,primary,0,-112.0594018,33.4482013,,,,,0,0,
,1184,1502088641,,,0,,primary,0,-112.0358658,33.4482005,,,,,0,0,
,1187,1502088658,,,0,,primary,0,-112.0501114,33.4482089,,,,,0,0,
,1191,1502088681,,,0,,primary,0,-112.0413851,33.4482153,,,,,0,0,
,1194,1502088692,traffic_signals,,1,,primary,0,-112.038064,33.4482173,,,,,0,0,
,1195,1502088694,,,0,,primary,0,-112.0717322,33.4482181,,,,,0,0,
,1196,1502088696,,,0,,primary,0,-112.0459032,33.4482247,,,,,0,0,
,1197,1502088743,,,0,,primary,0,-112.0729286,33.4483013,,,,,0,0,
,1198,1502088771,,,0,,primary,0,-112.0554856,33.4483279,,,,,0,0,
,1199,1502088774,,,0,,primary,0,-112.0508075,33.448338,,,,,0,0,
,1200,1502088798,,,0,,primary,0,-112.0388777,33.4483631,,,,,0,0,
,1201,1502088804,,,0,,primary,0,-112.0465908,33.448358,,,,,0,0,
,1202,1502088835,,,0,,primary,0,-112.0640574,33.4483929,,,,,0,0,
,1203,1502088889,motorway_junction,,0,,motorway,0,-112.038067,33.4488899,,,,,0,0,
,1204,1502088913,,,0,,primary,0,-112.0751101,33.449469,,,,,0,0,
,1205,1502089016,,,0,,primary,0,-112.075189,33.4517482,,,,,0,0,
,1206,1502089022,,,0,,primary,0,-112.0738367,33.4517632,,,,,0,0,
,1208,1502089066,,,0,,primary,0,-112.0751934,33.4527742,,,,,0,0,
,1209,1502089113,crossing,,0,,primary,0,-112.0739291,33.454378,,,,,0,0,
,1210,1502089120,traffic_signals,,1,,primary,0,-112.0739289,33.4546977,,,,,0,0,
,1214,1502089162,,,0,,primary,0,-112.0750509,33.4570868,,,,,0,0,
,1215,1502089175,traffic_signals,,1,,primary,0,-112.0739344,33.4571543,,,,,0,0,
,1216,1502089208,,,0,,primary,0,-112.0737929,33.4578525,,,,,0,0,
,1217,1502089218,,,0,,primary,0,-112.0747214,33.458548,,,,,0,0,
,1219,1506976597,crossing,,0,,primary,1,-112.0300241,33.4483157,,,,40,1000,1000,boundary
,1235,1515590388,,,0,,primary,0,-112.0739396,33.4610361,,,,,0,0,
,1304,1583488471,,,0,,primary,0,-112.0739196,33.4606927,,,,,0,0,
,1308,1584636912,motorway_junction,,0,,motorway,0,-112.0699529,33.4621454,,,,,0,0,
,1309,1601975673,,,0,,primary,0,-112.0739319,33.4678279,,,,,0,0,
,1311,1604510846,,,0,,primary,0,-112.0751083,33.448858,,,,,0,0,
,1314,1611113177,,,0,,motorway,0,-112.069215,33.4620093,,,,,0,0,
,1315,1617171540,,,0,,motorway,1,-112.0369377,33.444417,,,,41,1000,1000,boundary
,1317,1617171690,,,0,,primary,0,-112.0389339,33.4471663,,,,,0,0,
,1318,1617171827,,,0,,motorway,0,-112.0366779,33.4458227,,,,,0,0,
,1319,1617171964,,,0,,motorway,0,-112.03812,33.446778,,,,,0,0,
,1320,1617171987,,,0,,motorway,0,-112.036548,33.4486508,,,,,0,0,
,1324,1617172055,,,0,,motorway,0,-112.0365216,33.4462552,,,,,0,0,
,1360,1802194707,motorway_junction,,0,,motorway,0,-112.0908468,33.4614707,,,,,0,0,
,1363,1878609956,,,0,,motorway,0,-112.1083933,33.4562661,,,,,0,0,
,1364,1919639093,,,0,,primary,0,-112.0361067,33.448352,,,,,0,0,
,1375,2059776968,,,0,,primary,0,-112.0650331,33.4639365,,,,,0,0,
,1378,2125926337,,,0,,primary,0,-112.0361249,33.4472147,,,,,0,0,
,1391,2295321949,,,0,,primary,0,-112.0651421,33.4503995,,,,,0,0,
,1405,2297839361,,,0,,motorway,1,-112.0383557,33.467691,,,,35,1000,1000,boundary
,1417,2367444594,,,0,,motorway,0,-112.0826049,33.4609973,,,,,0,0,
,1418,2367444595,,,0,,motorway,0,-112.0827125,33.4610153,,,,,0,0,
,1419,2367444599,,,0,,motorway,0,-112.0826629,33.4611238,,,,,0,0,
,1431,2567453408,,,0,,motorway,0,-112.0631075,33.4625836,,,,,0,0,
,1438,2963975232,,,0,,motorway,0,-112.0302332,33.4621137,,,,,0,0,
,1439,2963983934,,,0,,motorway,0,-112.0302552,33.4620885,,,,,0,0,
,1442,2963983943,,,0,,motorway,0,-112.0302746,33.4621185,,,,,0,0,
,1444,2963983949,,,0,,motorway,0,-112.0302531,33.462144,,,,,0,0,
,1446,2980247525,,,0,,primary,0,-112.0651764,33.446536,,,,,0,0,
,1447,2980247526,,,0,,primary,0,-112.0650074,33.4465471,,,,,0,0,
,1448,2980247528,,,0,,primary,1,-112.0652274,33.4449246,,,,43,1000,1000,boundary
,1449,2980247529,,,0,,primary,0,-112.0650973,33.4448793,,,,,0,0,
,1454,2980248911,crossing,,0,,primary,0,-112.0651925,33.4470417,,,,,0,0,
,1455,2980248913,crossing,,0,,primary,0,-112.0649967,33.4470327,,,,,0,0,
,1458,2980280345,,,0,,primary,0,-112.0651239,33.4495123,,,,,0,0,
,1460,2980280349,,,0,,primary,0,-112.0651056,33.4488203,,,,,0,0,
,1462,2980282433,,,0,,primary,0,-112.0652252,33.4539952,,,,,0,0,
,1463,2990393881,traffic_signals,,1,,primary,0,-112.065251,33.458659,,,,,0,0,
,1464,2990395946,,,0,,primary,0,-112.0651113,33.4607326,,,,,0,0,
,1467,2990395954,,,0,,primary,0,-112.0653007,33.4609699,,,,,0,0,
,1468,2990401366,,,0,,primary,0,-112.0651665,33.4663374,,,,,0,0,
,1469,2990402781,,,0,,primary,0,-112.065236,33.4636505,,,,,0,0,
,1470,2990402783,,,0,,primary,0,-112.0652833,33.4618826,,,,,0,0,
,1471,2990405771,traffic_signals,,1,,primary,0,-112.0650827,33.4618833,,,,,0,0,
,1472,2990405773,,,0,,primary,0,-112.0650453,33.4632605,,,,,0,0,
,1473,2990405775,traffic_signals,,1,,primary,0,-112.065268,33.4625938,,,,,0,0,
,1474,2990405776,,,0,,primary,0,-112.0650651,33.4625878,,,,,0,0,
,1475,2990408538,,,0,,primary,0,-112.065192,33.4645835,,,,,0,0,
