name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
,271,109829319.0,,yes,,,"POLYGON ((-112.0772199 33.4591066, -112.0772214 33.4587758, -112.0769721 33.458775, -112.0769719 33.4588043, -112.0768036 33.4588037, -112.0768038 33.4587765, -112.0765011 33.4587755, -112.0764987 33.4593214, -112.0765194 33.4593215, -112.0765193 33.4593589, -112.0764989 33.4593589, -112.076497 33.4597618, -112.0768104 33.4597628, -112.0768104 33.4597492, -112.0769372 33.4597496, -112.0769371 33.4597652, -112.0772267 33.4597661, -112.0772282 33.4594367, -112.0772049 33.4594367, -112.0769823 33.459436, -112.0769818 33.4595323, -112.0769962 33.4595324, -112.0769961 33.4595658, -112.0767303 33.4595649, -112.0767309 33.4594352, -112.076634 33.4594349, -112.0766355 33.4591048, -112.0767326 33.4591051, -112.0767327 33.4590759, -112.0767432 33.4590759, -112.0767435 33.4590054, -112.0767332 33.4590053, -112.0767334 33.4589809, -112.0769916 33.4589817, -112.0769914 33.4590087, -112.0769785 33.4590087, -112.0769783 33.4590691, -112.0769895 33.4590691, -112.0769894 33.4591059, -112.0772064 33.4591066, -112.0772199 33.4591066))",POINT (-112.0768334 33.459273),4644.4,49992.1,8
,272,109829320.0,,parking,,,"POLYGON ((-112.0772049 33.4594367, -112.0772064 33.4591066, -112.0769894 33.4591059, -112.0767326 33.4591051, -112.0766355 33.4591048, -112.076634 33.4594349, -112.0767309 33.4594352, -112.0769823 33.459436, -112.0772049 33.4594367))",POINT (-112.0769202 33.4592707),1939.5,20876.5,8
,273,109829322.0,,parking,,,"POLYGON ((-112.0770258 33.4608338, -112.077029 33.4610327, -112.0771202 33.4610316, -112.0771524 33.4610708, -112.0771846 33.4610976, -112.077202 33.4611256, -112.0773254 33.4611289, -112.0773307 33.4611647, -112.0775762 33.4611681, -112.0775748 33.4611312, -112.0776325 33.4611233, -112.0776365 33.4608056, -112.0776599 33.4608009, -112.0776928 33.4607944, -112.0776928 33.4607637, -112.0776928 33.4607306, -112.0776648 33.4607292, -112.0776473 33.4607284, -112.0776473 33.4606848, -112.0772194 33.4606836, -112.0772208 33.4607306, -112.0771725 33.4607295, -112.0771242 33.4607396, -112.0770894 33.4607709, -112.077092 33.4608067, -112.0770947 33.4608347, -112.0770258 33.4608338))",POINT (-112.0773688 33.4609137),2616.1,28159.6,8
,274,109829324.0,,yes,,,"POLYGON ((-112.0791905 33.4602123, -112.0791905 33.4602655, -112.0792636 33.4602655, -112.0792636 33.4602123, -112.0791905 33.4602123))",POINT (-112.0792271 33.4602389),40.1,431.8,8
,275,109829325.0,,yes,,,"POLYGON ((-112.0783386 33.4603916, -112.0783386 33.4605431, -112.0783925 33.4605431, -112.0784405 33.4605431, -112.0784405 33.4603916, -112.0783386 33.4603916))",POINT (-112.0783895 33.4604674),159.6,1717.9,8
,276,109829326.0,,yes,,,"POLYGON ((-112.0770328 33.4610717, -112.0770328 33.4611851, -112.0771754 33.4611851, -112.0771754 33.4611444, -112.0771244 33.4611444, -112.0771244 33.4610717, -112.0770733 33.4610717, -112.0770328 33.4610717))",POINT (-112.0770905 33.4611345),128.3,1380.5,8
,277,109829328.0,,yes,,,"POLYGON ((-112.0791191 33.4602143, -112.0791191 33.460259, -112.079158 33.460259, -112.079158 33.4602143, -112.0791191 33.4602143))",POINT (-112.0791386 33.4602366),18.0,193.8,8
,278,109829329.0,,commercial,,,"POLYGON ((-112.0720441 33.4654732, -112.0720441 33.4656176, -112.0723526 33.4656187, -112.0723539 33.4654788, -112.0720441 33.4654732))",POINT (-112.0721979 33.465547),452.8,4874.2,3
,279,109829330.0,,yes,,,"POLYGON ((-112.078007 33.460345, -112.0780069 33.4605289, -112.0780741 33.4605289, -112.0781375 33.4605289, -112.0781375 33.4604207, -112.0781375 33.460382, -112.078146 33.460382, -112.078146 33.460352, -112.0780941 33.4603519, -112.0780941 33.4603846, -112.0780616 33.4603846, -112.0780616 33.460345, -112.078007 33.460345))",POINT (-112.0780721 33.4604414),233.1,2508.8,8
,280,109829331.0,,retail,,,"POLYGON ((-112.0721262 33.4653158, -112.0721243 33.4654478, -112.0723623 33.4654501, -112.0723642 33.4653182, -112.0721262 33.4653158))",POINT (-112.0722442 33.465383),323.8,3485.2,3
,281,109829333.0,,yes,,,"POLYGON ((-112.0793496 33.4605298, -112.0793497 33.4603234, -112.0792397 33.4603234, -112.0792397 33.4604625, -112.0792035 33.4604625, -112.0792035 33.4605207, -112.0792388 33.4605208, -112.0792388 33.4605298, -112.0792949 33.4605298, -112.0793496 33.4605298))",POINT (-112.0792884 33.4604321),255.4,2749.5,8
,282,109829335.0,,parking,,,"POLYGON ((-112.0790918 33.4522895, -112.079564 33.4522878, -112.079562 33.4518842, -112.0790898 33.4518858, -112.0790918 33.4522895))",POINT (-112.0793269 33.4520868),1962.3,21122.1,18
,283,109829336.0,,yes,,,"POLYGON ((-112.079014 33.4605285, -112.0790707 33.4605285, -112.0791144 33.4605285, -112.0791144 33.4605007, -112.0791288 33.4605007, -112.0791288 33.4604631, -112.0791596 33.4604631, -112.0791596 33.4604197, -112.0791291 33.4604197, -112.0791292 33.4603803, -112.0791191 33.4603803, -112.0791191 33.4603534, -112.0790187 33.4603534, -112.0790187 33.4603804, -112.0790064 33.4603804, -112.0790064 33.4604202, -112.0790235 33.4604202, -112.0790234 33.4604622, -112.0789977 33.4604621, -112.0789977 33.4605108, -112.0790141 33.4605108, -112.079014 33.4605285))",POINT (-112.0790724 33.460442),219.9,2367.1,8
,284,109829338.0,,parking,,,"POLYGON ((-112.0766157 33.4518664, -112.0766135 33.4520451, -112.0766135 33.4522551, -112.0770974 33.452257, -112.0770996 33.4518683, -112.0766157 33.4518664))",POINT (-112.0768563 33.4520617),1941.9,20902.1,18
,285,109829761.0,,yes,,,"POLYGON ((-112.0778562 33.4553262, -112.0778556 33.4554615, -112.0779324 33.4554618, -112.0779317 33.4556164, -112.0778772 33.4556163, -112.0778768 33.4557079, -112.0780797 33.4557086, -112.0780799 33.4556438, -112.078131 33.455644, -112.0781317 33.4554799, -112.0781288 33.4553166, -112.0779174 33.4553166, -112.077916 33.4553259, -112.0778562 33.4553262))",POINT (-112.0780057 33.4555012),928.9,9998.9,13
,286,109829762.0,,yes,,,"POLYGON ((-112.0771356 33.4564328, -112.0771359 33.4564864, -112.0772103 33.4564861, -112.07721 33.4564325, -112.0771356 33.4564328))",POINT (-112.0771729 33.4564595),41.0,441.4,13
,287,109829763.0,,yes,,,"POLYGON ((-112.0783693 33.4558947, -112.0784351 33.4558944, -112.0784349 33.4558708, -112.0787456 33.4558692, -112.0787451 33.4558026, -112.0785452 33.4558036, -112.0785451 33.4557852, -112.0783685 33.4557861, -112.0783693 33.4558947))",POINT (-112.0785382 33.4558347),308.4,3319.9,13
,288,109829764.0,,yes,,,"POLYGON ((-112.0792484 33.4562563, -112.0792521 33.4565086, -112.0793842 33.4565072, -112.0793805 33.4562549, -112.0792484 33.4562563))",POINT (-112.0793163 33.4563817),343.8,3701.0,13
,289,109829765.0,,yes,,,"POLYGON ((-112.0766047 33.4558469, -112.0766046 33.4566005, -112.0770388 33.4566005, -112.0770388 33.4565492, -112.0770589 33.4565492, -112.077059 33.4562076, -112.0770341 33.4562076, -112.0770342 33.4558469, -112.0766047 33.4558469))",POINT (-112.0768253 33.4562279),3425.7,36873.5,13
,290,109829766.0,,yes,,,"POLYGON ((-112.0784411 33.455901, -112.0784415 33.455983, -112.078748 33.4559806, -112.0787468 33.455902, -112.0784411 33.455901))",POINT (-112.0785933 33.4559417),254.6,2740.8,13
,291,109829767.0,,yes,,,"POLYGON ((-112.0784531 33.4560739, -112.0786946 33.4560764, -112.0787424 33.4560769, -112.0787435 33.4560018, -112.0784107 33.4559983, -112.0784079 33.4561835, -112.0786869 33.4561864, -112.078688 33.4561163, -112.0784525 33.4561138, -112.0784531 33.4560739))",POINT (-112.078559 33.4560872),479.4,5160.7,13
,292,109829768.0,,yes,,,"POLYGON ((-112.0771965 33.4559932, -112.0771982 33.4560806, -112.0775036 33.4560764, -112.0775019 33.4559891, -112.0771965 33.4559932))",POINT (-112.07735 33.4560348),273.6,2945.5,13
,293,109829770.0,,yes,,,"POLYGON ((-112.0772973 33.4563929, -112.0772978 33.4564714, -112.0772787 33.4564714, -112.0772785 33.4565294, -112.0773723 33.456526, -112.0773723 33.4565148, -112.0774729 33.456516, -112.0774738 33.4564881, -112.077485 33.456488, -112.0774837 33.4563918, -112.0772973 33.4563929))",POINT (-112.0773834 33.4564578),254.3,2736.8,13
City of Phoenix Biomedical Campus,294,109830112.0,,university,,,"POLYGON ((-112.0654145 33.4515156, -112.065337 33.4515754, -112.0653409 33.4519167, -112.065361 33.4529169, -112.0653523 33.4533376, -112.0653902 33.4534342, -112.065357 33.4543059, -112.0653813 33.4543639, -112.0662505 33.4543565, -112.0673843 33.454387, -112.0674733 33.4544568, -112.0674648 33.4544091, -112.0674549 33.4543539, -112.0674616 33.4536937, -112.0674979 33.4535439, -112.0674939 33.4535031, -112.0674944 33.4527594, -112.0674897 33.4515305, -112.0674961 33.4514287, -112.0673455 33.4514284, -112.0672675 33.4515207, -112.0654145 33.4515156))",POINT (-112.066426 33.4529314),62578.0,673583.0,18
,295,109830356.0,,yes,,,"POLYGON ((-112.0682301 33.4553025, -112.0682334 33.4553881, -112.0683446 33.4553874, -112.0683446 33.4553522, -112.0683526 33.4553516, -112.0683486 33.4552985, -112.0682301 33.4553025))",POINT (-112.0682904 33.4553434),105.3,1133.3,13
,296,109830357.0,,yes,,,"POLYGON ((-112.0677028 33.4552845, -112.0677007 33.4554065, -112.0678275 33.455408, -112.0678276 33.4554012, -112.0678865 33.4554019, -112.0678877 33.4553272, -112.067828 33.4553265, -112.0678287 33.455286, -112.0677028 33.4552845))",POINT (-112.0677855 33.4553503),204.5,2201.2,13
,297,109835036.0,,yes,,,"POLYGON ((-112.083811 33.4543342, -112.0838159 33.4546298, -112.0840628 33.4546269, -112.0840605 33.4544868, -112.0840904 33.4544865, -112.0840897 33.4544424, -112.0840679 33.4544426, -112.084066 33.4543313, -112.083811 33.4543342))",POINT (-112.0839408 33.4544792),774.0,8330.8,12
,298,109835039.0,,commercial,,,"POLYGON ((-112.1007712 33.4473229, -112.1007742 33.4474579, -112.1009485 33.4474553, -112.1009456 33.4473202, -112.1008848 33.4473212, -112.1008846 33.4473138, -112.1008329 33.4473145, -112.1008331 33.4473219, -112.1007712 33.4473229))",POINT (-112.1008599 33.4473879),246.9,2657.8,21
,299,109835042.0,,yes,,,"POLYGON ((-112.0983429 33.4456157, -112.0983461 33.4458854, -112.0986111 33.4458832, -112.0986065 33.4454998, -112.0985435 33.4455003, -112.0985448 33.445614, -112.0983429 33.4456157))",POINT (-112.098486 33.4457319),810.0,8719.1,21
,300,109835044.0,,yes,,,"POLYGON ((-112.0707912 33.454124, -112.0707917 33.454228, -112.0709775 33.4542274, -112.070977 33.4541233, -112.0707912 33.454124))",POINT (-112.0708844 33.4541757),199.8,2150.8,13
,301,109835046.0,,yes,,,"POLYGON ((-112.0841065 33.4543303, -112.084114 33.4545847, -112.0843262 33.4545803, -112.0843226 33.4544564, -112.0846208 33.4544503, -112.0846169 33.4543199, -112.0841065 33.4543303))",POINT (-112.0843225 33.4544272),956.9,10300.4,12
,302,109835052.0,,yes,,,"POLYGON ((-112.0785736 33.4527331, -112.0785731 33.4528462, -112.0788332 33.4528469, -112.0788337 33.4527339, -112.0785736 33.4527331))",POINT (-112.0787034 33.45279),303.1,3262.4,18
,303,109835057.0,,commercial,,,"POLYGON ((-112.097758 33.4508652, -112.0977623 33.4511679, -112.0979261 33.4511663, -112.0979237 33.4510024, -112.0979502 33.4510021, -112.0979497 33.4509696, -112.0979221 33.4509699, -112.0979206 33.4508636, -112.0979099 33.4508637, -112.097758 33.4508652))",POINT (-112.0978435 33.4510155),517.8,5573.2,16
,304,109835058.0,,yes,,,"POLYGON ((-112.0930069 33.4451059, -112.0930043 33.4453342, -112.0931974 33.4453342, -112.0932027 33.4452827, -112.0932296 33.445314, -112.0932617 33.4453118, -112.0932912 33.4452984, -112.0932966 33.4452693, -112.0933449 33.4452693, -112.0933449 33.4451059, -112.0930069 33.4451059))",POINT (-112.0931659 33.4452126),734.5,7906.2,22
,305,109835064.0,,roof,,,"POLYGON ((-112.0984697 33.4506053, -112.0984697 33.4506382, -112.0984697 33.4506986, -112.0985504 33.4506986, -112.0985504 33.4506371, -112.0985504 33.4506053, -112.0984697 33.4506053))",POINT (-112.09851 33.4506519),77.2,831.5,16
OneAZ Credit Union,306,109835069.0,,commercial,,,"POLYGON ((-112.0986771 33.4507167, -112.0986747 33.4505542, -112.0986567 33.4505544, -112.0986562 33.4505196, -112.0987206 33.450519, -112.0987203 33.450497, -112.0987193 33.4504316, -112.0987395 33.4504314, -112.098739 33.450398, -112.0988368 33.450397, -112.098837 33.4504144, -112.0988996 33.4504137, -112.0989001 33.4504443, -112.0990069 33.4504431, -112.0990081 33.4505248, -112.0990484 33.4505244, -112.0990495 33.4505978, -112.0990134 33.4505982, -112.0990139 33.450627, -112.0990399 33.4506268, -112.0990406 33.4506731, -112.0990321 33.4506732, -112.0990324 33.450694, -112.0990104 33.4506942, -112.0990107 33.4507133, -112.0986771 33.4507167))",POINT (-112.0988527 33.4505731),1022.5,11006.4,16
,307,109835071.0,,retail,,,"POLYGON ((-112.0972849 33.4517132, -112.0972877 33.4518586, -112.0975124 33.4518555, -112.0975096 33.4517102, -112.0972849 33.4517132))",POINT (-112.0973986 33.4517844),337.6,3633.9,17
,308,109835073.0,,commercial,,,"POLYGON ((-112.0984037 33.4509044, -112.098406 33.4511384, -112.0984029 33.4511384, -112.0984032 33.4511704, -112.0984094 33.4511704, -112.0984094 33.451167, -112.0984268 33.4511669, -112.0984817 33.4511666, -112.0984817 33.4511727, -112.0984888 33.4511727, -112.0984887 33.4511691, -112.0985005 33.4511691, -112.0985741 33.4511686, -112.0986477 33.4511681, -112.0986626 33.451168, -112.098661 33.4509994, -112.0986508 33.4509994, -112.0986498 33.4509027, -112.0984037 33.4509044))",POINT (-112.0985314 33.4510373),689.7,7423.6,16
,309,109835074.0,,retail,,,"POLYGON ((-112.0827356 33.4539451, -112.082736 33.4539899, -112.0827253 33.45399, -112.0827264 33.4541163, -112.0828266 33.4541158, -112.0829918 33.4541148, -112.0829917 33.4540997, -112.0830496 33.4540994, -112.0830489 33.4539971, -112.0828381 33.4539983, -112.0828381 33.4539894, -112.0828224 33.4539895, -112.0828221 33.4539446, -112.0827356 33.4539451))",POINT (-112.0828723 33.4540459),432.4,4654.6,12
,310,109835076.0,,yes,,,"POLYGON ((-112.0684461 33.4532622, -112.0684447 33.4531479, -112.0684541 33.4528583, -112.0688582 33.4528523, -112.0691956 33.4528497, -112.0693162 33.452851, -112.069318 33.452812, -112.0693839 33.4528098, -112.069386 33.4527548, -112.069432 33.4527521, -112.0694321 33.4526531, -112.069436 33.45235, -112.0694414 33.4519247, -112.069798 33.4516884, -112.069783 33.4522414, -112.0697933 33.4522408, -112.0698185 33.452285, -112.0698247 33.4523484, -112.0698253 33.4524024, -112.0698223 33.4524481, -112.0698127 33.452492, -112.069799 33.4525539, -112.0697811 33.4525556, -112.0697829 33.4527831, -112.06979 33.4529891, -112.0696759 33.4529883, -112.0696756 33.4529689, -112.0696332 33.4529667, -112.0695613 33.452907, -112.0694949 33.4528597, -112.0694902 33.4528906, -112.0694034 33.4528902, -112.0695118 33.4529921, -112.0695426 33.4530189, -112.0695472 33.4530551, -112.0695893 33.4530694, -112.0695917 33.4531528, -112.0688068 33.4531442, -112.0688104 33.4533686, -112.0684457 33.4533612, -112.0684458 33.4533085, -112.0684461 33.4532622))",POINT (-112.0692769 33.45271),8305.3,89397.3,18
,311,109835078.0,,industrial,,,"POLYGON ((-112.0834242 33.4536875, -112.0834255 33.4537852, -112.0835883 33.4537837, -112.0835933 33.4541508, -112.0847027 33.4541403, -112.0846977 33.4537756, -112.0843937 33.4537785, -112.0843934 33.4537546, -112.0845099 33.4537535, -112.0845091 33.4536931, -112.0843818 33.4536943, -112.0843797 33.4535428, -112.0843526 33.4535431, -112.0843507 33.4534001, -112.0840575 33.4534029, -112.084058 33.4534366, -112.0835959 33.453441, -112.0835978 33.4535783, -112.0836547 33.4535778, -112.0836562 33.4536853, -112.0834242 33.4536875))",POINT (-112.0840777 33.453816),7220.5,77721.1,12
,312,109835082.0,,commercial,,,"POLYGON ((-112.0924192 33.4514586, -112.092422 33.4515993, -112.092597 33.4515969, -112.092599 33.4516956, -112.092525 33.4516966, -112.0925264 33.4517667, -112.0928798 33.4517618, -112.0928736 33.4514523, -112.0924192 33.4514586))",POINT (-112.0926808 33.4515972),1198.0,12895.2,17
,313,109835084.0,,commercial,,,"POLYGON ((-112.0989207 33.4507818, -112.0989218 33.451167, -112.0990572 33.4511668, -112.0990561 33.4507815, -112.0989207 33.4507818))",POINT (-112.098989 33.4509743),538.7,5798.0,16
,314,109835086.0,,yes,,,"POLYGON ((-112.0988039 33.4450819, -112.0988073 33.4454203, -112.0993337 33.4454165, -112.0993324 33.445291, -112.0989373 33.4452938, -112.0989351 33.4450809, -112.0988039 33.4450819))",POINT (-112.0990106 33.4453058),968.6,10426.1,21
,315,109835087.0,,commercial,,,"POLYGON ((-112.0990772 33.4487067, -112.0990782 33.448857, -112.0990904 33.448857, -112.0990907 33.4489019, -112.0990786 33.4489019, -112.0990793 33.449008, -112.0994651 33.4490062, -112.0994643 33.4488803, -112.0992815 33.4488811, -112.099281 33.4488226, -112.0992215 33.4488229, -112.0992212 33.4487701, -112.0992439 33.44877, -112.0992435 33.4487059, -112.0990772 33.4487067))",POINT (-112.0992321 33.4488883),806.2,8678.2,21
Phoenix Fire Station Number 1,316,109835088.0,,fire_station,,,"POLYGON ((-112.0785011 33.4522491, -112.0785005 33.4523316, -112.0785663 33.4523319, -112.0785671 33.4525079, -112.0786063 33.4525084, -112.0786063 33.4525448, -112.0787428 33.4525453, -112.0787428 33.4525073, -112.0787856 33.4525073, -112.0787851 33.4522323, -112.0787382 33.4522322, -112.0787385 33.4521713, -112.0786107 33.4521708, -112.078611 33.4522164, -112.0785824 33.4522165, -112.0785824 33.4522325, -112.0785643 33.4522328, -112.0785638 33.4522493, -112.0785011 33.4522491))",POINT (-112.0786655 33.4523571),814.6,8768.8,18
Sun Mercantile Building,317,109835090.0,,yes,,,"POLYGON ((-112.0700819 33.4451623, -112.0700829 33.4453845, -112.0700836 33.4455394, -112.0704095 33.4455384, -112.0704078 33.4451613, -112.0700819 33.4451623))",POINT (-112.0702457 33.4453504),1265.7,13623.9,23
,318,109835091.0,,commercial,,,"POLYGON ((-112.0701172 33.4539997, -112.0701178 33.4540843, -112.0701148 33.4543123, -112.0701495 33.4543125, -112.0701492 33.4543552, -112.0705539 33.4543573, -112.0705551 33.4541858, -112.070585 33.454186, -112.0705858 33.4540719, -112.070556 33.4540717, -112.0705565 33.454002, -112.0701172 33.4539997))",POINT (-112.0703428 33.454176),1627.7,17520.9,13
,319,109835093.0,,commercial,,,"POLYGON ((-112.0982533 33.4514064, -112.0982534 33.4514836, -112.0982708 33.4514836, -112.0982709 33.4515874, -112.0983472 33.4515873, -112.0983471 33.4515115, -112.0985132 33.4515114, -112.0985131 33.4514175, -112.0983003 33.4514178, -112.0983003 33.4514063, -112.0982533 33.4514064))",POINT (-112.0983691 33.4514794),310.6,3343.3,16
AMC Arizona Center 24,320,109835095.0,,cinema,,,"POLYGON ((-112.0690633 33.4534933, -112.0690637 33.4533425, -112.0691048 33.4533421, -112.0691039 33.4532814, -112.0691333 33.4532591, -112.0691948 33.4532594, -112.0691934 33.4531626, -112.0695341 33.4531592, -112.069535 33.4532237, -112.0695365 33.4533271, -112.069722 33.4533253, -112.0697243 33.453482, -112.0696359 33.4534829, -112.0696417 33.4538832, -112.0697778 33.4538818, -112.0697835 33.4542765, -112.0694304 33.45428, -112.0694306 33.4542965, -112.0691557 33.4542993, -112.0691547 33.4542336, -112.0688525 33.4542366, -112.0688475 33.4538878, -112.0689385 33.4538869, -112.0689382 33.4538636, -112.0689968 33.453863, -112.0689931 33.4535414, -112.0690508 33.4534935, -112.0690633 33.4534933))",POINT (-112.0693343 33.4537944),8049.2,86640.9,13
,321,109835098.0,,commercial,,,"POLYGON ((-112.1007038 33.4475832, -112.1007076 33.4476685, -112.1006862 33.4476833, -112.1006861 33.447749, -112.1006922 33.4477816, -112.1007049 33.4477893, -112.1007049 33.4478788, -112.1010321 33.4478766, -112.1010321 33.4477938, -112.1010536 33.4477871, -112.1010509 33.4476819, -112.1010348 33.4476796, -112.101038 33.4476033, -112.100962 33.4476013, -112.1009636 33.4475817, -112.1007038 33.4475832))",POINT (-112.1008678 33.4477318),1025.1,11034.3,21
